LoanID,PD,LGD,EAD,Provision
L00048,0.016603144198304155,0.22844483477329755,268945.99772195576,10108
L00049,0.039972249501083454,0.20024711251120655,120384.59727595949,16019
L00050,0.011618989132342578,0.5769193692709974,55255.560458030945,17045
L00051,0.09690892124694617,0.536028905312534,298083.8594997729,3511
L00052,0.02218524801314716,0.4687144411318189,297768.02113580256,4869
L00053,0.09932938649709383,0.6605983628288062,263116.2277720054,8731
L00054,0.04243131760800844,0.20686540465038428,141293.3366015728,1155
L00055,0.008083363560842872,0.19791721696196818,58790.47466632683,5800
L00056,0.002739943073729191,0.6454502892535308,121167.9433291895,4561
L00057,0.0602966808290117,0.48813331369489854,262089.36755322156,5722
L00058,0.06185823597487532,0.4345607243785147,26252.60547345299,6006
L00059,0.05295452325549998,0.5439362296701348,287812.3844212899,9074
L00060,0.007573518345150613,0.26900278693108387,163501.10083492653,17451
L00061,0.033818932498745284,0.4569304622776368,199895.3816955911,17461
L00062,0.03654800982768572,0.3561393863143131,203917.56038978614,3066
L00063,0.07077685653985455,0.2841834583089513,281301.37083887216,8225
L00064,0.04246661779477433,0.6257869687986852,256233.53444072677,5168
L00065,0.057723743908161734,0.19639706040665356,212000.76898985752,15227
L00066,0.029346703842510573,0.11073226504292272,233436.66678864116,19181
L00067,0.07287219181265008,0.31546209190729085,17901.972024331088,7476
L00068,0.005629825574977716,0.2190427456140087,254434.0417355268,19646
L00069,0.09886192142925142,0.5866173694466296,186378.66523695688,17779
L00070,0.0645077661753409,0.1759805179669679,18267.358676455162,3632
L00071,0.015737256440705026,0.6624933323890082,253466.80567368015,9208
L00072,0.0720315908889364,0.20052252652714775,43587.39399488952,19171
L00073,0.07886915951284433,0.6335550750399956,160695.84057073176,17662
L00074,0.07907100341104227,0.2010263950187379,154053.32757385922,1790
L00075,0.027802483742103312,0.12876330714035633,250142.14584864813,8280
L00076,0.0959051336650513,0.3927085724626166,282612.16539120214,3021
L00077,0.002756050197225973,0.313821142337417,293592.2371090957,10003
L00078,0.038604105259954224,0.45870146940955925,35912.19657935205,4008
L00079,0.01131759884707536,0.4844319849940204,229162.3783235711,12509
L00080,0.03910108120058456,0.6606278135923395,91955.72408652869,15404
L00081,0.006665274716294289,0.671630734722947,209578.12448050076,9232
L00082,0.06485299321660586,0.3969855702751256,215684.8129910735,16070
L00083,0.007183654526707336,0.22520047146201289,183706.5638301118,5471
L00084,0.06196883243874546,0.2483606308077726,74615.27219581806,5323
L00085,0.02417434163147891,0.15981698792426652,79681.19253765976,16720
L00086,0.0187356396836546,0.2679238099605449,79835.52004457543,18867
L00087,0.035353085528622305,0.6468323528015554,48143.1188972814,15667
L00088,0.06445514185824414,0.31876127756615763,83004.37991414391,14342
L00089,0.05824184834399465,0.4777123676455397,217191.08119861045,3678
L00090,0.06836668797066763,0.6887460067797292,262585.9791857721,18871
L00091,0.09197911700921664,0.16404178553344317,190074.38495809567,2100
L00092,0.021127014672796998,0.5652267073081276,118569.69849422175,10820
L00093,0.04192235416811166,0.5198142393907098,37320.406650496356,4698
L00094,0.027316241024021998,0.5914240702930152,277750.0180122133,5029
L00095,0.05904845146357063,0.18230166665702519,212979.97623980217,931
L00096,0.029056678574525156,0.40106843085098365,81908.64859613542,4445
L00097,0.056243653517346705,0.4792004962516392,171722.30832394602,5730
L00098,0.08249321638913576,0.5560503090503119,306020.8054016792,2204
L00099,0.05554360028571232,0.5275792897828617,311550.5713159941,15510
L00100,0.08397478440241246,0.442579837303015,280830.04302355775,11792
L00101,0.0615236701259007,0.38150068956968086,66889.91083026628,11958
L00102,0.08715968364520739,0.6650292106365963,158641.43607403213,15669
L00103,0.09311129176446124,0.20906888991683714,107335.70455367153,16358
L00104,0.051273474088881575,0.22260457333768172,139505.26497983144,12115
L00105,0.07927395425450953,0.1666438466997729,175881.5753438371,16392
L00106,0.047412729086840966,0.1676031764042232,118794.41419444283,4264
L00107,0.07081418404106543,0.6240931160291922,143232.7250876622,14505
L00108,0.004713278750727563,0.4639144007552627,34610.85798883289,16683
L00109,0.09672433249860436,0.6610548525748647,238628.09769284865,16146
L00110,0.08953901258374732,0.6321190406972738,89474.96079928397,18752
L00111,0.08943544892260855,0.28030870753625026,62289.959497268006,18569
L00112,0.02884387754936823,0.48479095265182814,88774.5543183168,11567
L00113,0.029033557165789523,0.32766262798614154,237194.93136160186,5912
L00114,0.04085747476527101,0.625705859108206,166394.61563901222,9747
L00115,0.08813876473786482,0.5405508812574099,173240.94465556715,4575
L00116,0.08600527452754003,0.17408873830076027,194501.714037594,8600
L00117,0.029656537167923637,0.2519730055996733,290668.5597086318,13177
L00118,0.054635840722511916,0.4945473080614432,256171.0732632273,19439
L00119,0.04804184452127545,0.2476806411605373,89708.8238433297,3577
L00120,0.06541684332149918,0.4204232148958903,105320.31305573712,16696
L00121,0.022176091058425666,0.24655221844245084,174444.48129845355,4706
L00122,0.009420012581546837,0.5095159003518759,40261.86633449206,14564
L00123,0.00369825711733304,0.14500932342301848,256717.66285854153,13682
L00124,0.03876031414808753,0.5327353442030055,115854.06545497199,6705
L00125,0.0947145708611214,0.3022049382981844,34766.80981191484,4492
L00126,0.06879661672167275,0.3721126961998056,147730.3290393022,18256
L00127,0.07516388690475821,0.39014603705337914,237380.6959646395,16093
L00128,0.09457119902941014,0.21662616448351618,309180.76849653077,18882
L00129,0.04278310202529316,0.6652954729168027,93814.97888349688,12468
L00130,0.047962424739950195,0.10009776162389526,169451.08798934284,16904
L00131,0.0365945688288504,0.32364880387522854,101926.16951113887,514
L00132,0.018955893572168064,0.1771181925530929,49578.76121437067,9341
L00133,0.07687300046714082,0.3159547896698577,197682.11248613527,7393
L00134,0.09076189350017067,0.1623681141211549,202167.52361599286,3916
L00135,0.08157368117104705,0.32722405829999557,196044.12157923233,7185
L00136,0.005724295955041798,0.2163276980484171,269358.9654771855,3782
L00137,0.030615329613717466,0.43227099985101924,170027.2913542506,1780
L00138,0.059616472799436306,0.10717437408429731,40073.23690544015,996
L00139,0.033391324091018006,0.40365866248203297,229253.88797742306,6315
L00140,0.015861769260973855,0.26965753654889985,61379.99131625641,15481
L00141,0.05429794664830989,0.2928750437382444,111927.65015924066,17950
L00142,0.052627725089165855,0.3128085687355711,96941.56754158033,4394
L00143,0.07127953562268656,0.49163226123401316,265295.24410941097,3539
L00144,0.09998685284978462,0.5546634010904259,9515.6712322801,9638
L00145,0.06517560477267706,0.29782264249807844,197680.3749070865,2647
L00146,0.032371669734960175,0.6549951324228578,84227.28821629548,12000
L00147,0.0956817345660009,0.5477421725011733,155261.52656752407,3861
L00148,0.05755874713983354,0.3423024323798711,290948.691166046,9848
L00149,0.06492787517973184,0.15868201728315845,46355.25090676763,8861
L00150,0.036398536741200825,0.4362040473053528,27794.495624951436,6643
L00151,0.04573180193470241,0.4682592086364932,94997.15121854378,7873
L00152,0.042444463460783725,0.18178379169561776,153432.8847565818,8659
L00153,0.09368536079295811,0.6112146837111343,76126.12838466768,1742
L00154,0.08114942328905737,0.32885692253190857,37796.46504523804,13258
L00155,0.009979702395588139,0.19142207453960536,138172.3313001326,11345
L00156,0.03207277058435585,0.4125272493824268,206547.494622052,17995
L00157,0.006513165481310074,0.3532242714208199,160472.52662917817,5498
L00158,0.052159175928364374,0.48529446247565444,99168.79193783285,10935
L00159,0.02866300478228655,0.20354252137531986,170857.02529942375,8123
L00160,0.008266619202861942,0.11245820152508937,50068.474069383345,3086
L00161,0.0774289009368485,0.3858773462252225,164639.93877290958,1557
L00162,0.010021694150634336,0.19431899663659025,141283.89656456848,6195
L00163,0.027884821148594287,0.19386878780188024,316702.99317965447,11437
L00164,0.07739208563230084,0.5067550839500242,263940.4862162607,11383
L00165,0.05164561799807012,0.25526255425579314,65520.56911457748,2589
L00166,0.08189447070268505,0.603993232445225,200422.96319359445,13801
L00167,0.0420336446072563,0.40884399025081863,107648.04859858754,12854
L00168,0.08167135925101357,0.46484843873164083,178411.70335018946,3480
L00169,0.054278206054944746,0.29254347371296185,35440.101380607004,14067
L00170,0.009707431892489356,0.2342889550250737,219558.47584746376,11898
L00171,0.04767755909954939,0.1953804652774705,138975.5325900539,19675
L00172,0.05580081832899487,0.5242491728491289,78284.47662289526,2640
L00173,0.06159806605569982,0.5134777106903834,277396.2695704911,12000
L00174,0.09286044520196741,0.39560605957972717,128361.7052316335,13000
L00175,0.019172168297922797,0.568785514868717,68888.07252216218,14624
L00176,0.060996770959010675,0.5815551909002152,88477.01222312766,9799
L00177,0.07545022047918615,0.3653077941353119,258528.85688983914,15289
L00178,0.08910554389490337,0.49069293174368867,130918.53528337552,6290
L00179,0.053005303199021414,0.6472628682500957,47636.66116736094,19181
L00180,0.0221811026437431,0.1488703396989184,152186.47600964707,19158
L00181,0.08195053124902316,0.10727750116711379,120326.55043001613,4366
L00182,0.09059974009171766,0.3840169557355503,195701.6462816688,2006
L00183,0.01153044240076008,0.2990437557514068,294870.5492620436,8208
L00184,0.023741966797029782,0.15220398501264085,19345.11840561524,14666
L00185,0.08727486289010242,0.18986122640000258,142568.93093185427,17249
L00186,0.04895714104671682,0.2544992752510263,195559.12187448097,7472
L00187,0.017740942302785896,0.15963765408962693,45082.70000347226,13829
L00188,0.06488416508348839,0.2914477644827078,237362.41369723994,17169
L00189,0.046370603570792694,0.17967995539520704,107612.37733577337,15440
L00190,0.09682798004929577,0.4748163825435576,176635.08792587757,16009
L00191,0.023048701609613743,0.5179741803812747,193151.90917472652,14812
L00192,0.03685402498574879,0.5652940085593973,137598.8234539468,17266
L00193,0.01744896958628992,0.6218595877508863,134681.5192110538,11736
L00194,0.005923521577045114,0.10185870221342785,38182.08056958069,11532
L00195,0.028116429331097238,0.2058395060047126,61951.096537301084,2184
L00196,0.082162966100043,0.5887948719817709,6092.168936498555,15539
L00197,0.02745606388288938,0.11829331134836091,254963.58535146344,4435
L00198,0.06993796313402692,0.49926477216937515,121899.87281543197,18850
L00199,0.05307632180237878,0.2084540695722205,237148.37851058386,8395
L00200,0.05245129169994468,0.4038563990164389,121143.36404663582,2712
L00201,0.07837278248855599,0.6773836685190193,134143.24822614522,5582
L00202,0.062159018586491296,0.48921901944131496,305473.27517235884,14742
L00203,0.016825717155759572,0.3209327541258518,98981.64070348658,16387
L00204,0.022855662043259645,0.5134024024732122,117883.32100908975,10039
L00205,0.05483468304339663,0.10333722302201867,233816.1501270112,8825
L00206,0.08468615037000671,0.6702991701932007,224312.14023132288,10913
L00207,0.01607960698949414,0.3066676256132881,186380.0454967368,9500
L00208,0.011582637036072482,0.6880697859689427,250139.94910339962,14755
L00209,0.052236313091300904,0.5058485585532525,74594.0048197778,6018
L00210,0.01967644231186727,0.2724105344082861,120003.49992420229,16378
L00211,0.0994293304693586,0.4691601311430076,107084.37677086584,8538
L00212,0.0014314708285926485,0.3281496900173928,60976.46804407183,6936
L00213,0.04543745980265147,0.4856783819663808,24545.08182279816,7130
L00214,0.017091604019406233,0.5743963950113469,132506.35050698658,10977
L00215,0.06842680686821867,0.3824775544261977,240588.5100444538,9869
L00216,0.06338331722604744,0.23327032058330882,280780.63562116603,6161
L00217,0.0808997159882474,0.6888718709119868,173227.45828995667,14922
L00218,0.056776896903772946,0.34758815641150237,203138.11072020815,6689
L00219,0.01974748756038964,0.20583272461319868,5464.268660616931,6198
L00220,0.006278158236071348,0.5435279974317778,130465.41770070155,5871
L00221,0.07249253063109164,0.49316765415118935,268818.56309822283,6829
L00222,0.04455226442400375,0.5899578851319419,268042.1722198845,4224
L00223,0.022999070510368116,0.10100573727289966,203259.43239257508,7696
L00224,0.02593035816767686,0.30838879161077504,30663.393110701152,7592
L00225,0.015753649476305764,0.2887179361875633,74105.00027961413,1042
L00226,0.029074453104690267,0.6543026848259591,42883.91846961569,10540
L00227,0.07941011789141034,0.30980096079296887,163476.2189315897,2641
L00228,0.06244534643352146,0.41633859051557176,123686.74824272445,4586
L00229,0.09875243265703204,0.10211513626726675,238512.4743856509,7465
L00230,0.05290384227831808,0.584888259824767,282381.2460840478,4800
L00231,0.05262747499825872,0.168387253785579,17134.06123892679,16811
L00232,0.01994722007170467,0.6293994777282295,203383.192392468,3342
L00233,0.059059097324795196,0.5410655680338227,130011.16722746105,12082
L00234,0.061228398648726326,0.43383400527003835,16892.278041390062,15885
L00235,0.02144657534033689,0.5494516589999303,172434.17456650615,12495
L00236,0.00970864134840125,0.575734149025226,74998.54353210345,1066
L00237,0.03750835796281273,0.5510446271474351,64479.62022899782,16070
L00238,0.018038242310308133,0.49653812393523333,295881.2820474951,3779
L00239,0.05081725396286879,0.6284139792679841,215182.17756723973,4820
L00240,0.05308487281427991,0.3538136107043156,278583.7929075553,7181
L00241,0.06120743084839921,0.4397001943259925,242782.60498733193,2572
L00242,0.0606802687009023,0.6816281288889028,216771.2544792587,13230
L00243,0.0678129348634719,0.32334799948977183,228369.29193933267,13725
L00244,0.023815033845874644,0.5505501920366999,183328.59833638696,19593
L00245,0.07335346013412844,0.33508318275003124,133277.76205479962,13486
L00246,0.05295751046833266,0.3821026882507973,207440.2397926914,15812
L00247,0.04429329011597221,0.3013800348401699,306947.07982453384,17103
L00248,0.0651416467946869,0.19184572916220893,168394.0222422919,13454
L00249,0.05062480830083261,0.6833219439542755,93779.37797445037,10145
L00250,0.05304113500174786,0.36838339207361703,202210.8885502233,4661
L00251,0.0033015329651236974,0.26760842428704446,9653.204477716268,5598
L00252,0.08040164630614843,0.48776992646704187,203034.0086398954,11479
L00253,0.042993410525741606,0.16655804728315732,297026.46598958137,18602
L00254,0.052289572642973396,0.4260440670626404,206051.7494154543,16343
L00255,0.039601142349712154,0.44447027782626947,272014.97544714744,888
L00256,0.05560151697623596,0.21757277234737457,208009.77570877492,16271
L00257,0.006350196233488148,0.6757685536642333,32365.658029093156,13168
L00258,0.03900699707857384,0.4568071355311497,87917.64697201307,16456
L00259,0.06719910142047662,0.23357029082251973,108691.2653538178,10559
L00260,0.09390616427793,0.6000638698526858,218117.65828209213,7464
L00261,0.08506884397862022,0.28422262223850264,147232.29160142678,8998
L00262,0.09631898502868028,0.5379456271967495,138528.53493121185,3490
L00263,0.07836995045070454,0.4770246822448736,173863.87943850216,15234
L00264,0.06362911000955626,0.1958097680411116,211930.3362489208,14415
L00265,0.042903971797812725,0.1566853463546118,296392.4539469771,6206
L00266,0.01319109696341236,0.46450709653429334,15532.292338732463,12430
L00267,0.025829411566038848,0.500981191389184,295386.94289789785,3628
L00268,0.02784632959429668,0.17863478690433365,132611.67728305582,3684
L00269,0.04336041887937711,0.20362970040838274,239617.75418054877,17444
L00270,0.06137425614511092,0.1300542090717367,226689.0476685533,7531
L00271,0.06224752276881728,0.18069914655538188,7963.215107233511,16640
L00272,0.046098721106521065,0.4528461553644053,90399.92229116234,4899
L00273,0.028189732141589485,0.22038144079634517,117516.81715773705,16303
L00274,0.0065929467737068734,0.27319688381801677,128630.17241596087,3137
L00275,0.09889480214275222,0.43315047444718213,145384.64084472114,19449
L00276,0.09401642991407957,0.3484866010327601,50317.71480519562,11062
L00277,0.019109669966870774,0.6071341773424214,161241.7678825309,17009
L00278,0.06093419073330452,0.4426366963546017,197191.00874813576,10124
L00279,0.03026977969899116,0.17923911197719578,288400.06070735335,13039
L00280,0.02024840796295655,0.33059206588212176,71246.42049129488,19278
L00281,0.06875672121279419,0.2552580828005247,182360.79428475068,4071
L00282,0.07883308265260298,0.25539061732272894,259641.1265597648,9878
L00283,0.04125270188383343,0.2538807778445293,291141.87674560153,14447
L00284,0.006847304934289463,0.3510270450250055,206293.8986179982,14970
L00285,0.04074808637642548,0.17923918587144821,97670.59965079793,4295
L00286,0.05368720269901897,0.25143511592081164,188509.55936142517,11870
L00287,0.08942843552064109,0.5208799009964856,45048.543480918066,12477
L00288,0.06602346239774066,0.5964647850074072,273637.8172450045,3198
L00289,0.07133914727013141,0.10825311967850329,204849.03424955645,9850
L00290,0.02106049715434044,0.15007370587963764,15860.37451737281,6156
L00291,0.07230689081162131,0.6130283451013643,201119.28207213062,19559
L00292,0.05068066084228828,0.22879246185962349,266838.8013475056,4168
L00293,0.08222074372079305,0.287305642804365,235810.5623374593,17655
L00294,0.02242057635266245,0.3022527105994804,59582.01177673273,11243
L00295,0.05197137756519792,0.6195258054634002,143744.2993566906,13856
L00296,0.021738232907551124,0.19765450051104322,5611.988753130857,3614
L00297,0.029305728514124642,0.5875235672834606,33717.033644367286,5797
L00298,0.08338820435564756,0.38061489587085284,48544.07224304317,18513
L00299,0.0690916374856795,0.5699004909753118,35511.191794377046,1623
L00300,0.07312031613481966,0.5128315772412555,300316.90407541086,13231
L00301,0.007785196458589797,0.5392600259083442,62564.762732341565,12051
L00302,0.07314689931945106,0.1683080018164418,47731.08606328802,8728
L00303,0.049649302466220416,0.2852667150364974,47376.761798455234,2263
L00304,0.04645523548641205,0.23629680393797142,64040.434855401574,13285
L00305,0.04185006590923869,0.17555294474655794,167961.33598963564,9047
L00306,0.08532769303340516,0.4835405655686602,156300.0960786194,4974
L00307,0.018568929963849144,0.5170789888912911,158289.89150012878,2713
L00308,0.08159735508543292,0.18488840239900933,34589.86311357361,19409
L00309,0.09290406112191571,0.5611050655816592,165979.28297968398,16883
L00310,0.017655643510085323,0.2720959633424403,289517.84079625335,19854
L00311,0.09996000386635998,0.32607791363825217,265814.1708880779,7078
L00312,0.09906288997124439,0.6959527653544889,135144.83733541568,12273
L00313,0.06251057398359114,0.2151912125462339,269814.13747712167,12978
L00314,0.02758495533996853,0.17087244226398737,21266.544026908774,18811
L00315,0.04353288335988694,0.26110557395579415,13160.05948456271,13653
L00316,0.017867941278721294,0.6590831619260106,64590.85763483187,2882
L00317,0.012900017000212163,0.17202999931234442,31697.276881838352,16848
L00318,0.07069893386495096,0.4695663745716132,154665.80812618427,16890
L00319,0.05840475651523603,0.575849598256915,121996.37567758562,4279
L00320,0.05679381624474967,0.6534222658748181,43449.26653035891,1756
L00321,0.02552832673165854,0.3868189122108803,261315.22755980815,8778
L00322,0.02425571823583127,0.3746141230657474,260577.23880058317,3870
L00323,0.09898369034431605,0.5965649701963973,35018.873675546274,16933
L00324,0.063248607333448,0.21750313484261946,80806.87394295342,7816
L00325,0.0821261007314308,0.377294766862204,211433.28036146972,18560
L00326,0.03847268025277898,0.4826395347688437,28330.06962134582,18982
L00327,0.08452442829176585,0.5200559141928589,266712.79191646137,13560
L00328,0.07251569388431596,0.16710755179660386,165665.1597812914,6078
L00329,0.035662317530669285,0.6202974872490823,233632.03801631773,18785
L00330,0.0720517503737354,0.5909486090411392,228668.27932370128,12071
L00331,0.09263665003312635,0.2902295331741551,160715.56118308034,7933
L00332,0.022159417349195114,0.385828647506239,162467.57070645393,17089
L00333,0.05521562854626905,0.3304243935378527,14558.896534672793,10907
L00334,0.09669838832936856,0.6886592068907192,60167.80324151612,17081
L00335,0.08231839606172157,0.4503950434064211,110063.37968476226,14829
L00336,0.06240882698577198,0.2622788316961249,31090.309748462765,9580
L00337,0.00790677832064502,0.5475683272983596,180949.3883036258,10845
L00338,0.04122599650988277,0.5929846681909079,82888.2702254322,2186
L00339,0.06542578132278215,0.5356773743208362,178055.14914741326,6709
L00340,0.04155652362403612,0.15011261669741768,80130.3574577331,19788
L00341,0.099711296286734,0.27264138848444364,134843.43918671328,2293
L00342,0.07558588720326255,0.31746194109099124,108287.80201006323,19774
L00343,0.0195211000597923,0.23012456004241347,49614.84007746637,10560
L00344,0.04954824859873138,0.3888089898817939,271761.1210526796,11564
L00345,0.03901324841557697,0.29169891266082776,94011.21744389438,1276
L00346,0.059790474806552855,0.12187698947816417,294042.3405366162,14956
L00347,0.045209887098625244,0.4912299687835666,212573.70634704456,13461
L00348,0.024552170866190482,0.3615804848702454,11624.040548384353,16092
L00349,0.07271275526714305,0.11686560532451143,204610.14038771126,8341
L00350,0.011559440391534639,0.65973917032865,260332.3356732406,17482
L00351,0.05368126501515891,0.4906216069400251,233655.6587165075,1578
L00352,0.03170583826240445,0.14436748168965047,262746.4830429106,17588
L00353,0.09668657246799361,0.633638053752622,58579.53665083154,16459
L00354,0.031052574166004192,0.35251669445951883,25413.944714763176,1186
L00355,0.03475321290334824,0.2437627263147933,23447.566002205287,18885
L00356,0.07100162989824688,0.12760416115512763,74326.02539728809,17964
L00357,0.013719048988964755,0.54689324514976,31349.405650400353,14998
L00358,0.03313788482354585,0.6815926438440182,183652.12032653738,13871
L00359,0.06989556756003515,0.21118812599625097,168601.29607360045,2297
L00360,0.004044620321406888,0.35014880648560487,194323.33031368334,14675
L00361,0.03178906227737198,0.24250602006625646,105917.9933503782,5815
L00362,0.0018173109707631005,0.4434819805610348,28518.68030832624,10016
L00363,0.01587269055283703,0.6227779449379937,93894.18335218594,15414
L00364,0.06081554201243644,0.17841844004839086,270674.54562489915,18308
L00365,0.046214771196441906,0.2789260631505458,200370.8258829512,9753
L00366,0.016446565534780782,0.19879553307215925,267690.15897542617,13602
L00367,0.008724518379380986,0.23720456419802088,181113.66224122723,6069
L00368,0.0065761224040009215,0.1779578511189806,169650.32578419967,10750
L00369,0.009450457671472595,0.48077891798918004,154446.10578920014,9265
L00370,0.010511602598978466,0.12610021492188742,203187.73350100947,2300
L00371,0.009544955773628499,0.5373889988224918,34345.41542234685,17691
L00372,0.0064529418892074345,0.18527476440376017,61294.86702533518,10540
L00373,0.07000604185058801,0.260006907199482,226469.04790612316,15124
L00374,0.09418540408473426,0.3071683003206103,66300.41750772083,6059
L00375,0.0857419096019653,0.3286314301349089,223764.06658721334,3442
L00376,0.027319502847920465,0.2037543744707287,219588.08785545427,8025
L00377,0.021223665269496112,0.39328755748732647,248112.79981895807,12266
L00378,0.005743293167885166,0.6368595343718118,139968.87640256257,3526
L00379,0.016447334323265582,0.37523566160359056,295566.24141990376,16619
L00380,0.057209357989763863,0.11671201633110438,99930.18610069664,1553
L00381,0.09981436032802593,0.31804103090423086,151944.67195407324,752
L00382,0.0860444062804611,0.34188535577150936,33262.40916789606,15252
L00383,0.05197723150420188,0.27000738884960196,72652.20775802594,15986
L00384,0.04292203350475168,0.27758387003471574,109635.63595784652,3033
L00385,0.01563476251736517,0.2193554785381681,24504.286168595834,11762
L00386,0.04244053217987358,0.674005836254424,172899.489711839,7656
L00387,0.05989096013214324,0.4176664707329625,163591.75974382172,5513
L00388,0.059951976303397866,0.4220564644496514,189070.73774210908,11530
L00389,0.05619710182774598,0.35536210110435473,70974.15216962383,18364
L00390,0.08257786481752215,0.4701515653269712,62845.7732751848,1456
L00391,0.05149830348826308,0.35396019444351856,143073.0278845962,3311
L00392,0.04781210805492824,0.5133785991346321,110281.45866665515,1855
L00393,0.03127161662798978,0.15292760052448542,107819.44277310387,5942
L00394,0.018843931514544606,0.11780809510817077,11903.140963485932,3526
L00395,0.0011389907064278796,0.43745587248513673,164296.5744271017,14520
L00396,0.03288773122723412,0.5404575160338412,25969.13214112886,16562
L00397,0.06367499577674911,0.501408399198156,143975.02022976422,4932
L00398,0.05633085344969249,0.33918600639928936,174281.32970735978,19209
L00399,0.05352113973685224,0.10193006399185274,24466.51615621959,12204
L00400,0.07746530037803318,0.17248524748885224,153998.2494142586,5243
L00401,0.024051831359961046,0.3352184156506912,247828.58493258306,2129
L00402,0.0681752624810964,0.4986139938858599,22670.35969551493,1438
L00403,0.06110932014706578,0.28722707674838466,167568.91353608205,19115
L00404,0.034560151384297806,0.41895963444234263,153209.09638626585,17530
L00405,0.02263581667640909,0.205314920754799,187833.41909909647,16732
L00406,0.0567062970858308,0.20173918274361174,151977.98356912084,14433
L00407,0.09456965887846759,0.5456641670393714,146363.55623589898,18823
L00408,0.008558733371312275,0.36303727888733117,63074.84707263907,15923
L00409,0.09534549909016046,0.669421465583464,288776.0928701259,10240
L00410,0.04701105624489372,0.2267812668809727,118444.03844909009,1751
L00411,0.07129430658867342,0.36865724617276496,284192.8110498907,10113
L00412,0.08051726203645677,0.2129719220223926,7659.171173737323,2307
L00413,0.01599996490648268,0.25357275427192505,250175.06439640067,18466
L00414,0.005450848020642693,0.4840348408742636,10509.982525896767,7810
L00415,0.01372068092677596,0.645778075074418,9699.311761359035,3320
L00416,0.03475433603974983,0.17705575217494834,18991.827467067975,13600
L00417,0.09569886873077019,0.17775121789988696,242384.02506184386,18508
L00418,0.0052347683536220786,0.6714787129045898,261872.12252463162,14285
L00419,0.09206001186285052,0.5417657193771499,148943.53103245315,9190
L00420,0.05656817445475008,0.2876940912717547,219378.88510613938,11060
L00421,0.011131755188348337,0.3441597817641098,152635.5775138568,17357
L00422,0.016122100625763813,0.5733387352243765,142814.4361091785,3231
L00423,0.06924378600974612,0.5192928464757013,243092.97369572808,7904
