LoanID,ClienteID,FechaDesembolso,ImporteAprobado,Fecha,SaldoContable,difference,abs_difference,mismatch,anomaly,Risk_Mismatch_Score,RiesgoAsignado,PD,LGD,EAD,Provision,CentroCosto,PD_bucket,_merge
L00016,C03386,2024-07-10,121936,2025-11-01,125282,-3346,3346,True,False,28.74764327993063,A,0.0137166858693029,0.6263644743237577,117633.77643751152,6395,Madrid,(1-3%],both
L00017,C04118,2024-07-20,186775,2025-11-01,190267,-3492,3492,True,False,72.2881312373901,D,0.0306282755190636,0.6758809681351436,203977.8125491208,5506,Barcelona,(3-7%],both
L00018,C04844,2024-07-03,40215,2025-11-01,43601,-3386,3386,True,False,67.61219627780271,C,0.0860372063993351,0.2320875207435987,39860.69233396638,11077,Madrid,(>7%),both
L00019,C02905,2024-06-06,232917,2025-11-01,235481,-2564,2564,True,False,55.26983003801576,C,0.0765314064687794,0.2816633974636046,249234.1382295353,19450,Valencia,(>7%),both
L00020,C00475,2025-09-13,107613,2025-11-01,108965,-1352,1352,True,False,67.77859360442463,A,0.0779033562032883,0.6435165094869782,114930.6494490874,8627,Madrid,(>7%),both
L00021,C01083,2024-04-08,127184,2025-11-01,123621,3563,3563,True,False,30.73342944842532,A,0.032923294734697,0.2619943419101748,128776.09394328376,11953,Valencia,(3-7%],both
L00022,C02559,2024-08-28,177150,2025-11-01,181074,-3924,3924,True,False,13.01952901466837,D,0.0107949673246958,0.3073582982527678,177182.80059562044,2792,Valencia,(1-3%],both
L00023,C02048,2025-05-05,41264,2025-11-01,39308,1956,1956,True,False,3.938800434094001,A,0.0041633220368794,0.4836766494603555,39574.80208558636,15243,Sevilla,[0-1%],both
L00024,C02748,2024-07-20,170556,2025-11-01,167007,3549,3549,True,False,92.36946055337161,C,0.0590336439901122,0.4408824547227604,172632.51495831035,19266,Madrid,(3-7%],both
L00025,C00976,2025-09-25,250108,2025-11-01,252195,-2087,2087,True,False,92.24455263369326,A,0.0705262734316859,0.6267110372928372,253841.58371334276,12190,Madrid,(>7%),both
L00026,C01807,2025-05-23,104976,2025-11-01,104685,291,291,False,False,5.221189940137751,A,0.0384112226936455,0.4671091470939298,99523.1880021917,12474,Madrid,(3-7%],both
L00027,C00190,2025-09-20,178234,2025-11-01,174522,3712,3712,True,False,77.90344337333316,B,0.0533573150075214,0.3933278690888817,189097.2840464986,3573,Valencia,(3-7%],both
L00028,C02735,2024-04-05,233745,2025-11-01,231992,1753,1753,True,False,7.243440388563038,D,0.0286213832051149,0.1443684706596037,226147.8000893575,1523,Madrid,(1-3%],both
L00029,C03006,2025-05-04,44794,2025-11-01,41169,3625,3625,True,False,92.04143995076707,A,0.0370659195790928,0.6850158405271505,47070.07598361001,11412,Madrid,(3-7%],both
L00030,C04659,2025-08-01,34237,2025-11-01,33516,721,721,False,False,18.664112300189416,A,0.0732517974994174,0.3533896192390129,37578.47812253612,10437,Bilbao,(>7%),both
L00031,C01900,2024-08-05,118742,2025-11-01,121233,-2491,2491,True,False,79.66587757539942,C,0.0721038018421916,0.4435478235100751,130508.42030112204,9942,Barcelona,(>7%),both
L00032,C01268,2025-06-10,204079,2025-11-01,203052,1027,1027,True,False,1.5579939276366135,A,0.0037810789003843,0.4012172317348568,218907.9776700496,4980,Barcelona,[0-1%],both
L00033,C01529,2024-09-29,18417,2025-11-01,18011,406,406,False,False,20.820171251179048,A,0.0944789249974546,0.542779355074744,19731.852384056107,12877,Madrid,(>7%),both
L00034,C03203,2024-08-06,57328,2025-11-01,53327,4001,4001,True,False,53.93719935406629,A,0.0276321797229021,0.487870654479776,60836.128746929586,7032,Valencia,(1-3%],both
L00035,C03557,2025-10-20,142845,2025-11-01,144183,-1338,1338,True,False,37.14862228177067,B,0.0908510635271268,0.3056022748938052,148480.62676830165,13004,Barcelona,(>7%),both
L00036,C03891,2024-11-27,107116,2025-11-01,104158,2958,2958,True,False,62.98344031447284,C,0.0516777865872834,0.4120256995770973,100345.88931138022,19019,Barcelona,(3-7%],both
L00037,C00647,2025-03-28,60443,2025-11-01,56487,3956,3956,True,False,118.80145714136331,D,0.0504190195917085,0.5956224902945372,55703.89386249925,13523,Barcelona,(3-7%],both
L00038,C02889,2024-05-31,220189,2025-11-01,220082,107,107,False,False,2.3429234619668935,A,0.0456107032009771,0.4800733033314107,223364.22318673463,4398,Bilbao,(3-7%],both
L00039,C02436,2024-12-12,52119,2025-11-01,52807,-688,688,False,False,42.73083892260343,A,0.0923203116230637,0.6727531180502199,53959.8556840498,11340,Madrid,(>7%),both
L00040,C00601,2025-02-17,218184,2025-11-01,222454,-4270,4270,True,False,50.95222536170549,B,0.0216026904569152,0.5523666366892592,213845.42124466263,14925,Valencia,(1-3%],both
L00041,C02364,2025-06-10,7770,2025-11-01,7169,601,601,False,False,14.46858394016003,A,0.0615528720413097,0.3911138851906383,8467.32784281198,11612,Barcelona,(3-7%],both
L00042,C02062,2025-03-06,198609,2025-11-01,203358,-4749,4749,True,False,90.05795330137533,A,0.0324603791350512,0.5842064063979803,188721.81163935587,10143,Barcelona,(3-7%],both
L00043,C00242,2025-01-13,180380,2025-11-01,180640,-260,260,False,False,8.70114057899669,B,0.0916086233429709,0.3653141383703726,171419.53532968627,6964,Madrid,(>7%),both
L00044,C02042,2025-03-03,118612,2025-11-01,115748,2864,2864,True,False,11.5958163640131,A,0.0177647138023175,0.2279135261005751,127362.22731103242,6593,Valencia,(1-3%],both
L00045,C02825,2024-03-24,241055,2025-11-01,238982,2073,2073,True,False,67.299523974342,B,0.0679427874701005,0.4778255074476659,241484.0278813121,15247,Madrid,(3-7%],both
L00046,C02613,2024-07-10,139678,2025-11-01,136512,3166,3166,True,False,42.27772068853286,D,0.042754085468592,0.3123367116261846,126715.29042356308,6478,Barcelona,(3-7%],both
L00047,C01364,2024-02-10,85214,2025-11-01,87968,-2754,2754,True,False,21.033797873871304,C,0.0664610637053961,0.1149175801694383,80031.55548817466,2415,Barcelona,(3-7%],both
L00048,C01479,2024-11-04,265490,2025-11-01,264890,600,600,False,False,2.2757415198592876,A,0.0166031441983041,0.2284448347732975,268945.99772195576,10108,Barcelona,(1-3%],both
L00049,C02557,2025-01-12,124726,2025-11-01,123545,1181,1181,True,False,9.453110828483137,B,0.0399722495010834,0.2002471125112065,120384.59727595947,16019,Barcelona,(3-7%],both
L00050,C00776,2024-05-15,55373,2025-11-01,57757,-2384,2384,True,False,15.980476198205498,B,0.0116189891323425,0.5769193692709974,55255.560458030945,17045,Madrid,(1-3%],both
L00051,C04015,2024-04-15,281532,2025-11-01,280911,621,621,False,False,32.25845542500285,C,0.0969089212469461,0.536028905312534,298083.8594997729,3511,Barcelona,(>7%),both
L00052,C00035,2025-06-02,298064,2025-11-01,300593,-2529,2529,True,False,26.297923147224335,D,0.0221852480131471,0.4687144411318189,297768.02113580256,4869,Madrid,(1-3%],both
L00053,C03153,2025-06-25,264962,2025-11-01,267497,-2535,2535,True,False,166.3386643054517,C,0.0993293864970938,0.6605983628288062,263116.2277720054,8731,Madrid,(>7%),both
L00054,C01956,2024-05-05,151083,2025-11-01,154715,-3632,3632,True,False,31.880140366565215,B,0.0424313176080084,0.2068654046503842,141293.3366015728,1155,Sevilla,(3-7%],both
L00055,C01586,2024-12-22,63266,2025-11-01,62220,1046,1046,True,False,1.673429313357866,A,0.0080833635608428,0.1979172169619681,58790.47466632683,5800,Sevilla,[0-1%],both
L00056,C03944,2025-02-03,122847,2025-11-01,127507,-4660,4660,True,False,8.241196250561217,D,0.0027399430737291,0.6454502892535308,121167.9433291895,4561,Valencia,[0-1%],both
L00057,C03074,2024-03-19,278250,2025-11-01,275212,3038,3038,True,False,89.41690296108644,C,0.0602966808290117,0.4881333136948985,262089.36755322156,5722,Valencia,(3-7%],both
L00058,C01022,2025-01-23,26786,2025-11-01,25234,1552,1552,True,False,41.71956006239734,C,0.0618582359748753,0.4345607243785147,26252.60547345299,6006,Sevilla,(3-7%],both
L00059,C03462,2025-08-01,284088,2025-11-01,282655,1433,1433,True,False,41.27596537588453,A,0.0529545232554999,0.5439362296701348,287812.3844212899,9074,Madrid,(3-7%],both
L00060,C02614,2025-06-18,177236,2025-11-01,180053,-2817,2817,True,False,5.739067175022991,B,0.0075735183451506,0.2690027869310838,163501.10083492653,17451,Barcelona,[0-1%],both
L00061,C03844,2025-12-01,212815,2025-11-01,210709,2106,2106,True,False,32.54380836957679,A,0.0338189324987452,0.4569304622776368,199895.3816955911,17461,Madrid,(3-7%],both
L00062,C01501,2024-03-14,190323,2025-11-01,188333,1990,1990,True,False,25.902209724172522,D,0.0365480098276857,0.3561393863143131,203917.56038978617,3066,Sevilla,(3-7%],both
L00063,C04799,2024-01-05,273988,2025-11-01,272851,1137,1137,True,False,22.869176684515704,D,0.0707768565398545,0.2841834583089513,281301.37083887216,8225,Barcelona,(>7%),both
L00064,C00162,2025-04-07,244273,2025-11-01,246598,-2325,2325,True,False,61.787005257948564,A,0.0424666177947743,0.6257869687986852,256233.53444072677,5168,Sevilla,(3-7%],both
L00065,C04298,2024-03-22,212484,2025-11-01,208228,4256,4256,True,False,48.249308523440455,B,0.0577237439081617,0.1963970604066535,212000.76898985752,15227,Sevilla,(3-7%],both
L00066,C01982,2025-06-20,224939,2025-11-01,227331,-2392,2392,True,False,7.773107755355874,A,0.0293467038425105,0.1107322650429227,233436.66678864116,19181,Barcelona,(1-3%],both
L00067,C00996,2025-02-08,18144,2025-11-01,13700,4444,4444,True,False,102.16051213191471,A,0.07287219181265,0.3154620919072908,17901.972024331088,7476,Barcelona,(>7%),both
L00068,C04912,2025-05-28,274793,2025-11-01,273593,1200,1200,True,False,1.4798069415252966,A,0.0056298255749777,0.2190427456140087,254434.0417355268,19646,Madrid,[0-1%],both
L00069,C03343,2024-10-04,188746,2025-11-01,188471,275,275,False,False,15.948383078998381,A,0.0988619214292514,0.5866173694466296,186378.66523695688,17779,Barcelona,(>7%),both
L00070,C04552,2024-08-11,17818,2025-11-01,14669,3149,3149,True,False,35.74779471884548,A,0.0645077661753409,0.1759805179669679,18267.35867645516,3632,Valencia,(3-7%],both
L00071,C03799,2025-08-06,266644,2025-11-01,264000,2644,2644,True,False,27.565887809694672,A,0.015737256440705,0.6624933323890082,253466.80567368015,9208,Madrid,(1-3%],both
L00072,C01276,2024-03-08,41880,2025-11-01,40744,1136,1136,True,False,16.40833469171484,C,0.0720315908889364,0.2005225265271477,43587.39399488952,19171,Bilbao,(>7%),both
L00073,C01017,2024-11-15,173405,2025-11-01,172602,803,803,False,False,40.124268887621675,A,0.0788691595128443,0.6335550750399956,160695.84057073176,17662,Bilbao,(>7%),both
L00074,C00338,2025-08-28,162788,2025-11-01,164063,-1275,1275,True,False,20.266582426951082,C,0.0790710034110422,0.2010263950187379,154053.32757385922,1790,Madrid,(>7%),both
L00075,C00879,2024-01-19,239353,2025-11-01,236236,3117,3117,True,False,11.158672211189486,B,0.0278024837421033,0.1287633071403563,250142.14584864813,8280,Valencia,(1-3%],both
L00076,C01077,2025-10-01,298441,2025-11-01,297738,703,703,False,False,26.476925997807424,C,0.0959051336650513,0.3927085724626166,282612.16539120214,3021,Madrid,(>7%),both
L00077,C04888,2024-12-08,286206,2025-11-01,288660,-2454,2454,True,False,2.1224813393050344,D,0.0027560501972259,0.313821142337417,293592.2371090957,10003,Valencia,[0-1%],both
L00078,C03994,2025-08-16,34492,2025-11-01,33335,1157,1157,True,False,20.4878780978355,A,0.0386041052599542,0.4587014694095592,35912.19657935205,4008,Valencia,(3-7%],both
L00079,C04860,2024-12-08,243151,2025-11-01,244588,-1437,1437,True,False,7.878506079166239,A,0.0113175988470753,0.4844319849940204,229162.3783235711,12509,Sevilla,(1-3%],both
L00080,C00380,2024-04-06,91861,2025-11-01,95070,-3209,3209,True,False,82.89251906048749,A,0.0391010812005845,0.6606278135923395,91955.72408652867,15404,Barcelona,(3-7%],both
L00081,C00493,2024-02-21,192553,2025-11-01,188224,4329,4329,True,False,19.379215923080523,B,0.0066652747162942,0.671630734722947,209578.12448050076,9232,Sevilla,[0-1%],both
L00082,C02063,2024-06-23,211796,2025-11-01,212888,-1092,1092,True,False,28.11430712578827,A,0.0648529932166058,0.3969855702751256,215684.8129910735,16070,Sevilla,(3-7%],both
L00083,C03885,2024-12-03,202449,2025-11-01,206779,-4330,4330,True,False,7.00491113239628,B,0.0071836545267073,0.2252004714620128,183706.5638301118,5471,Valencia,[0-1%],both
L00084,C00065,2025-11-24,79457,2025-11-01,82856,-3399,3399,True,False,52.31271165237219,C,0.0619688324387454,0.2483606308077726,74615.27219581806,5323,Barcelona,(3-7%],both
L00085,C02569,2024-12-18,74885,2025-11-01,70045,4840,4840,True,False,18.699197048640553,B,0.0241743416314789,0.1598169879242665,79681.19253765976,16720,Valencia,(1-3%],both
L00086,C02028,2025-01-25,80191,2025-11-01,79605,586,586,False,False,2.941558244130333,A,0.0187356396836546,0.2679238099605449,79835.52004457543,18867,Valencia,(1-3%],both
L00087,C02696,2024-04-24,52674,2025-11-01,52231,443,443,False,False,10.130311134634107,A,0.0353530855286223,0.6468323528015554,48143.1188972814,15667,Bilbao,(3-7%],both
L00088,C01496,2024-12-13,85415,2025-11-01,81997,3418,3418,True,False,70.2255558996621,A,0.0644551418582441,0.3187612775661576,83004.37991414391,14342,Madrid,(3-7%],both
L00089,C00392,2024-01-01,208265,2025-11-01,206221,2044,2044,True,False,56.869907992736564,B,0.0582418483439946,0.4777123676455397,217191.08119861045,3678,Barcelona,(3-7%],both
L00090,C04515,2024-03-03,250365,2025-11-01,251560,-1195,1195,True,False,56.2693035871809,A,0.0683666879706676,0.6887460067797292,262585.9791857721,18871,Sevilla,(3-7%],both
L00091,C04475,2024-08-13,186796,2025-11-01,190039,-3243,3243,True,False,48.931741474337606,D,0.0919791170092166,0.1640417855334431,190074.38495809567,2100,Barcelona,(>7%),both
L00092,C03562,2025-02-26,112889,2025-11-01,115227,-2338,2338,True,False,27.91935077081034,B,0.0211270146727969,0.5652267073081276,118569.69849422175,10820,Valencia,(1-3%],both
L00093,C02279,2024-01-19,37895,2025-11-01,37600,295,295,False,False,6.428591810382641,A,0.0419223541681116,0.5198142393907098,37320.40665049635,4698,Madrid,(3-7%],both
L00094,C03100,2024-01-31,279064,2025-11-01,275808,3256,3256,True,False,52.602250862188434,A,0.0273162410240219,0.5914240702930152,277750.0180122133,5029,Valencia,(1-3%],both
L00095,C00201,2025-09-24,216000,2025-11-01,217274,-1274,1274,True,False,13.714140040924526,B,0.0590484514635706,0.1823016666570251,212979.97623980217,931,Valencia,(3-7%],both
L00096,C04876,2024-01-24,85453,2025-11-01,89608,-4155,4155,True,False,48.42119198115676,C,0.0290566785745251,0.4010684308509836,81908.64859613542,4445,Valencia,(1-3%],both
L00097,C03105,2024-07-29,166715,2025-11-01,169832,-3117,3117,True,False,84.00934247070596,D,0.0562436535173467,0.4792004962516392,171722.30832394602,5730,Sevilla,(3-7%],both
L00098,C04599,2024-06-09,296371,2025-11-01,296303,68,68,False,False,3.1191857358058552,A,0.0824932163891357,0.5560503090503119,306020.8054016792,2204,Sevilla,(>7%),both
L00099,C02455,2024-09-11,290395,2025-11-01,286544,3851,3851,True,False,112.84836843745984,C,0.0555436002857123,0.5275792897828617,311550.5713159941,15510,Sevilla,(3-7%],both
L00100,C03646,2025-07-24,291382,2025-11-01,288941,2441,2441,True,False,90.72109880725445,A,0.0839747844024124,0.442579837303015,280830.04302355775,11792,Madrid,(>7%),both
L00101,C00805,2024-04-23,65044,2025-11-01,61111,3933,3933,True,False,92.31271169883621,A,0.0615236701259007,0.3815006895696808,66889.91083026628,11958,Valencia,(3-7%],both
L00102,C02732,2025-05-18,163795,2025-11-01,160624,3171,3171,True,False,183.8030056317012,B,0.0871596836452073,0.6650292106365963,158641.43607403213,15669,Barcelona,(>7%),both
L00103,C02774,2025-11-02,99292,2025-11-01,98575,717,717,False,False,13.957605550477664,D,0.0931112917644612,0.2090688899168371,107335.70455367152,16358,Barcelona,(>7%),both
L00104,C01571,2024-08-07,144585,2025-11-01,140507,4078,4078,True,False,46.54510865858607,A,0.0512734740888815,0.2226045733376817,139505.26497983144,12115,Sevilla,(3-7%],both
L00105,C02691,2024-12-22,166297,2025-11-01,168043,-1746,1746,True,False,23.065562123407968,A,0.0792739542545095,0.1666438466997729,175881.5753438371,16392,Valencia,(>7%),both
L00106,C03841,2024-06-17,111371,2025-11-01,107921,3450,3450,True,False,27.415507789468666,B,0.0474127290868409,0.1676031764042232,118794.41419444284,4264,Barcelona,(3-7%],both
L00107,C01029,2025-06-07,147377,2025-11-01,145359,2018,2018,True,False,89.18479316049695,C,0.0708141840410654,0.6240931160291922,143232.7250876622,14505,Sevilla,(>7%),both
L00108,C00503,2024-08-29,36722,2025-11-01,33766,2956,2956,True,False,6.463465114670387,B,0.0047132787507275,0.4639144007552627,34610.85798883289,16683,Valencia,[0-1%],both
L00109,C04494,2025-01-09,260869,2025-11-01,261682,-813,813,False,False,51.98329264989713,A,0.0967243324986043,0.6610548525748647,238628.09769284865,16146,Sevilla,(>7%),both
L00110,C00871,2024-05-18,82684,2025-11-01,84781,-2097,2097,True,False,118.68876300856262,D,0.0895390125837473,0.6321190406972738,89474.96079928397,18752,Madrid,(>7%),both
L00111,C04489,2024-04-06,60429,2025-11-01,57026,3403,3403,True,False,85.31162792971668,D,0.0894354489226085,0.2803087075362502,62289.959497268006,18569,Sevilla,(>7%),both
L00112,C00207,2024-05-26,83437,2025-11-01,84146,-709,709,False,False,9.914124870609598,C,0.0288438775493682,0.4847909526518281,88774.5543183168,11567,Madrid,(1-3%],both
L00113,C01485,2024-06-30,231707,2025-11-01,229028,2679,2679,True,False,25.48589398551154,C,0.0290335571657895,0.3276626279861415,237194.93136160183,5912,Madrid,(1-3%],both
L00114,C00864,2024-02-26,178548,2025-11-01,178406,142,142,False,False,3.6301961115573946,C,0.040857474765271,0.625705859108206,166394.61563901222,9747,Madrid,(3-7%],both
L00115,C02791,2024-02-11,180325,2025-11-01,176642,3683,3683,True,False,175.47096244418782,A,0.0881387647378648,0.5405508812574099,173240.94465556715,4575,Madrid,(>7%),both
L00116,C00564,2025-12-11,201035,2025-11-01,199590,1445,1445,True,False,21.635334359430875,A,0.08600527452754,0.1740887383007602,194501.714037594,8600,Valencia,(>7%),both
L00117,C04192,2025-06-26,294765,2025-11-01,294062,703,703,False,False,5.253270704533733,B,0.0296565371679236,0.2519730055996733,290668.5597086318,13177,Valencia,(1-3%],both
L00118,C01758,2025-11-22,281364,2025-11-01,277921,3443,3443,True,False,93.02988738215159,D,0.0546358407225119,0.4945473080614432,256171.0732632273,19439,Madrid,(3-7%],both
L00119,C01679,2024-01-02,86757,2025-11-01,88061,-1304,1304,True,False,15.516341449047895,C,0.0480418445212754,0.2476806411605373,89708.8238433297,3577,Madrid,(3-7%],both
L00120,C03243,2024-10-14,110385,2025-11-01,106454,3931,3931,True,False,108.11334789940959,A,0.0654168433214991,0.4204232148958903,105320.31305573712,16696,Madrid,(3-7%],both
L00121,C04637,2024-05-17,175142,2025-11-01,170639,4503,4503,True,False,24.620442704105336,A,0.0221760910584256,0.2465522184424508,174444.48129845355,4706,Barcelona,(1-3%],both
L00122,C01060,2025-09-08,44150,2025-11-01,39254,4896,4896,True,False,23.49906775511555,C,0.0094200125815468,0.5095159003518759,40261.86633449206,14564,Barcelona,[0-1%],both
L00123,C01723,2025-05-26,246983,2025-11-01,245736,1247,1247,True,False,0.6687433577487394,B,0.003698257117333,0.1450093234230184,256717.66285854153,13682,Madrid,[0-1%],both
L00124,C03315,2025-12-30,114756,2025-11-01,114798,-42,42,False,False,0.8672575505621167,A,0.0387603141480875,0.5327353442030055,115854.065454972,6705,Sevilla,(3-7%],both
L00125,C03158,2024-08-09,32161,2025-11-01,31196,965,965,False,False,27.62139865651836,B,0.0947145708611214,0.3022049382981844,34766.80981191484,4492,Sevilla,(>7%),both
L00126,C02626,2024-11-26,157252,2025-11-01,157456,-204,204,False,False,5.222419285696156,A,0.0687966167216727,0.3721126961998056,147730.3290393022,18256,Madrid,(3-7%],both
L00127,C02730,2025-09-08,217473,2025-11-01,214320,3153,3153,True,False,92.46138638488858,D,0.0751638869047582,0.3901460370533791,237380.6959646395,16093,Madrid,(>7%),both
L00128,C01598,2025-02-07,285969,2025-11-01,290738,-4769,4769,True,False,97.70057687886518,C,0.0945711990294101,0.2166261644835161,309180.76849653077,18882,Valencia,(>7%),both
L00129,C03061,2025-05-22,97811,2025-11-01,95383,2428,2428,True,False,69.10914514208989,D,0.0427831020252931,0.6652954729168027,93814.97888349688,12468,Sevilla,(3-7%],both
L00130,C02694,2024-05-06,156957,2025-11-01,158922,-1965,1965,True,False,9.433830119498753,A,0.0479624247399501,0.1000977616238952,169451.08798934284,16904,Madrid,(3-7%],both
L00131,C04892,2024-09-21,106351,2025-11-01,102334,4017,4017,True,False,47.57649812245499,C,0.0365945688288504,0.3236488038752285,101926.16951113888,514,Bilbao,(3-7%],both
L00132,C03628,2025-12-12,51260,2025-11-01,52694,-1434,1434,True,False,4.814559793486524,B,0.018955893572168,0.1771181925530929,49578.76121437067,9341,Madrid,(1-3%],both
L00133,C01364,2024-01-15,182734,2025-11-01,184216,-1482,1482,True,False,35.99539797233955,A,0.0768730004671408,0.3159547896698577,197682.11248613527,7393,Valencia,(>7%),both
L00134,C01982,2024-08-13,191171,2025-11-01,190800,371,371,False,False,5.467366705706176,B,0.0907618935001706,0.1623681141211549,202167.5236159929,3916,Madrid,(>7%),both
L00135,C01664,2024-04-14,198378,2025-11-01,198025,353,353,False,False,9.422583464150755,D,0.081573681171047,0.3272240582999955,196044.1215792323,7185,Bilbao,(>7%),both
L00136,C01530,2025-05-07,291913,2025-11-01,294453,-2540,2540,True,False,3.145342367931172,B,0.0057242959550417,0.2163276980484171,269358.9654771855,3782,Barcelona,[0-1%],both
L00137,C02039,2024-11-14,171286,2025-11-01,175977,-4691,4691,True,False,62.08125289929764,A,0.0306153296137174,0.4322709998510192,170027.2913542506,1780,Valencia,(3-7%],both
L00138,C03303,2024-08-06,37492,2025-11-01,32618,4874,4874,True,False,31.14173165913407,D,0.0596164727994363,0.1071743740842973,40073.23690544015,996,Madrid,(3-7%],both
L00139,C02238,2024-10-03,225115,2025-11-01,221872,3243,3243,True,False,43.71141508797674,A,0.033391324091018,0.4036586624820329,229253.88797742303,6315,Barcelona,(3-7%],both
L00140,C01307,2024-12-06,67473,2025-11-01,69863,-2390,2390,True,False,10.222617041888807,C,0.0158617692609738,0.2696575365488998,61379.99131625641,15481,Valencia,(1-3%],both
L00141,C04030,2025-03-27,114015,2025-11-01,111284,2731,2731,True,False,43.42976436719074,C,0.0542979466483098,0.2928750437382444,111927.65015924066,17950,Bilbao,(3-7%],both
L00142,C02676,2025-01-03,93215,2025-11-01,89829,3386,3386,True,False,55.741697780180296,C,0.0526277250891658,0.3128085687355711,96941.56754158033,4394,Bilbao,(3-7%],both
L00143,C01283,2025-04-18,246495,2025-11-01,241593,4902,4902,True,False,171.78235110022538,B,0.0712795356226865,0.4916322612340131,265295.24410941097,3539,Sevilla,(>7%),both
L00144,C00710,2024-07-08,8687,2025-11-01,5193,3494,3494,True,False,193.77391324376723,A,0.0999868528497846,0.5546634010904259,9515.6712322801,9638,Sevilla,(>7%),both
L00145,C04745,2025-02-22,185207,2025-11-01,183682,1525,1525,True,False,29.60142553070878,D,0.065175604772677,0.2978226424980784,197680.3749070865,2647,Bilbao,(3-7%],both
L00146,C04414,2025-12-10,78400,2025-11-01,76657,1743,1743,True,False,36.95732768066502,A,0.0323716697349601,0.6549951324228578,84227.28821629548,12000,Madrid,(3-7%],both
L00147,C03749,2025-05-09,164645,2025-11-01,160020,4625,4625,True,False,242.39126036436147,B,0.0956817345660009,0.5477421725011733,155261.52656752407,3861,Madrid,(>7%),both
L00148,C04780,2024-02-08,271410,2025-11-01,269884,1526,1526,True,False,30.06601370397271,A,0.0575587471398335,0.3423024323798711,290948.691166046,9848,Madrid,(3-7%],both
L00149,C00664,2024-06-10,42713,2025-11-01,37948,4765,4765,True,False,49.09325279745895,A,0.0649278751797318,0.1586820172831584,46355.25090676763,8861,Barcelona,(3-7%],both
L00150,C01999,2024-04-30,27068,2025-11-01,26821,247,247,False,False,3.9216656934985807,B,0.0363985367412008,0.4362040473053528,27794.495624951436,6643,Bilbao,(3-7%],both
L00151,C03446,2025-02-02,95236,2025-11-01,94399,837,837,False,False,17.923800389959865,C,0.0457318019347024,0.4682592086364932,94997.15121854378,7873,Valencia,(3-7%],both
L00152,C03744,2024-09-18,144438,2025-11-01,146549,-2111,2111,True,False,16.28787542976172,A,0.0424444634607837,0.1817837916956177,153432.8847565818,8659,Valencia,(3-7%],both
